,director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,overview,releasedate,duration
2316,J.C. Chandor,David Oyelowo,Ashley Williams,Albert Brooks,Action|Crime|Drama|Thriller,a most violent year,"A thriller set in New York City during the winter of 1981, statistically one of the most violent years in the city's history, and centered on the lives of an immigrant and his family trying to expand their business and capitalize on opportunities as the rampant violence, decay, and corruption of the day drag them in and threaten to destroy all they have built.",2014-12-31,125.0
2317,Paul Gross,Landon Liboiron,Michael Greyeyes,Caroline Dhavernas,Drama|History|Romance|War,passchendaele,"Sergeant Michael Dunne fights in the 10th Battalion, AKA The ""Fighting Tenth"" with the 1st Canadian Division and participated in all major Canadian battles of the war, and set the record for highest number of individual bravery awards for a single battle",2008-10-17,114.0
2318,Marc Abraham,Dylan Authors,Bill Lake,Victoria Learn,Biography|Drama,flash of genius,"In this David vs. Goliath drama based on a true story, college professor Robert Kearns goes up against the giants of the auto industry when they fail to give him credit for inventing intermittent windshield wipers. Kearns doggedly pursues recognition for his invention, as well as the much-deserved financial rewards for the sake of his wife and six kids.",2008-09-07,119.0
2319,Todd Haynes,Christian Bale,Heath Ledger,Tyrone Benskin,Biography|Drama|Music,i'm not there.,"Six actors portray six personas of music legend Bob Dylan in scenes depicting various stages of his life, chronicling his rise from unknown folksinger to international icon and revealing how Dylan constantly reinvented himself.",2007-10-01,135.0
2320,Mabrouk El Mechri,Henry Cavill,Bruce Willis,Óscar Jaenada,Action|Thriller,the cold light of day,"After his family is kidnapped during their sailing trip in Spain, a young Wall Street trader is confronted by the people responsible: intelligence agents looking to recover a mysterious briefcase.",2012-04-04,93.0
2321,Rian Johnson,Zachary Gordon,Maximilian Schell,Nora Zehetner,Adventure|Comedy|Drama|Romance,the brothers bloom,"The Brothers Bloom are the best con men in the world, swindling millionaires with complex scenarios of lust and intrigue. Now they've decided to take on one last job – showing a beautiful and eccentric heiress the time of her life with a romantic adventure that takes them around the world.",2008-09-09,114.0
2322,Charlie Kaufman,Philip Seymour Hoffman,Jennifer Jason Leigh,Samantha Morton,Comedy|Drama|Romance,"synecdoche, new york","A theater director struggles with his work, and the women in his life, as he attempts to create a life-size replica of New York inside a warehouse as part of his new play.",2008-10-24,124.0
2323,Hayao Miyazaki,Minnie Driver,Jada Pinkett Smith,Billy Crudup,Adventure|Animation|Fantasy,princess mononoke,"Ashitaka, a prince of the disappearing Emishi people, is cursed by a demonized boar god and must journey to the west to find a cure. Along the way, he encounters San, a young human woman fighting to protect the forest, and Lady Eboshi, who is trying to destroy it. Ashitaka must find a way to bring balance to this conflict.",1997-07-12,134.0
2324,Jean-Paul Rappeneau,Isabelle Adjani,Peter Coyote,Virginie Ledoyen,Comedy|Drama|Mystery|Romance|Thriller|War,bon voyage,"On the eve of World War II four Parisians cope with the impending invasion of their city by German forces. While the French government braces for impact, the intersected lives of a young writer, a vain movie star, a French politician and a young scientist are examined as they attempt to deal with war and evade German spies.",2003-04-16,114.0
2325,Nancy Walker,Steve Guttenberg,Randy Jones,Caitlyn Jenner,Biography|Comedy|Musical,can't stop the music,A loose biography of seminal disco hit-makers The Village People and their composer Jacques Morali.,1980-06-20,124.0
2326,John Hillcoat,Ray Winstone,Noah Taylor,Danny Huston,Crime|Drama|Western,the proposition,"Set in the Australian outback in the 1880s, the movie follows the series of events following the horrific rape and murder of the Hopkins family, allegedly committed by the infamous Burns brothers gang. Captain Morris Stanley captures Charlie Burns and gives him 9 days to kill his older dangerous psychopathic brother, or else they'll hang his younger mentally slow brother on Christmas Day.",2005-10-06,104.0
2327,Angelo Pizzo,Donny Boaz,Finn Wittrock,Brent Anderson,Biography|Drama|Sport,courage,"With Mystery, Inc. on the tail of a strange object in Nowhere, Kansas, the strange hometown of Eustice, Muriel, and Courage, the gang soon find themselves contending with a giant cicada monster and her winged warriors.",2021-09-14,72.0
2328,Richard Benjamin,Damon Wayans,Jane Krakowski,Paula Garcés,Comedy|Music,marci x,A Jewish-American Princess is forced to take control of a hard-core hip-hop record label and tries to rein the one of the label's most controversial rappers.,2003-08-22,84.0
2329,Kurt Wimmer,Christian Bale,Emily Watson,Sean Pertwee,Action|Drama|Sci-Fi|Thriller,equilibrium,"In a dystopian future, a totalitarian regime maintains peace by subduing the populace with a drug, and displays of emotion are punishable by death. A man in charge of enforcing the law rises to overthrow the system.",2002-12-06,107.0
2330,Roger Spottiswoode,Radha Mitchell,Guang Li,Matthew Walker,Drama|War,the children of huang shi,"About young British journalist, George Hogg, who with the assistance of a courageous Australian nurse, saves a group of orphaned children during the Japanese occupation of China in 1937.",2008-04-03,125.0
2331,James Gray,Charlize Theron,Ellen Burstyn,Faye Dunaway,Crime|Drama|Romance|Thriller,the yards,"In the rail yards of Queens, contractors repair and rebuild the city's subway cars. These contracts are lucrative, so graft and corruption are rife. When Leo Handler gets out of prison, he finds his aunt married to Frank Olchin, one of the big contractors; he's battling with a minority-owned firm for contracts.",2000-10-20,115.0
2332,Matthew Diamond,Chazz Palminteri,Garrett Clayton,Toni Braxton,Adventure|Family|Fantasy|Musical,the oogieloves in the big balloon adventure,"It's Schluufy's birthday, and the Oogieloves (Goobie, Zoozie and Toofie), along with their friends J. Edgar, Windy Window and Ruffy, are organizing a party. (Shh! It's a secret.) Everything is going along just perfectly until J. Edgar trips and loses the last five magical balloons in all of Lovelyloveville--OH NO! The Oogiloves set out to find the magical balloons in time to save their friend's party. Along the way, they meet some very interesting characters indeed, including Dotty Rounder (Cloris Leachman), Bobby Wobbly (Carey Elwes), Milky Marvin (Chazz Palminteri), Rosalie Rosebud (Toni Braxton) and Lola and Lero Sombero (Christopher Lloyd and Jaime Pressly). Can these new friends help them recover the magical balloons and get back to the cottage in time to celebrate Schluufy's surprise birthday?",2012-08-29,88.0
2333,Angelina Jolie Pitt,Brad Pitt,Angelina Jolie Pitt,Melvil Poupaud,Drama|Romance,by the sea,"After his older brother passes away, Lee Chandler is forced to return home to care for his 16-year-old nephew. There he is compelled to deal with a tragic past that separated him from his family and the community where he was born and raised.",2016-11-18,138.0
2334,Katsuhiro Ôtomo,William Hootkins,Robin Atkin Downes,Rosalind Ayres,Action|Adventure|Animation|Family|Sci-Fi|Thriller,steamboy,"After receiving a package from his grandfather, Ray, a young inventor who lives in England during the mid-19th century, finds himself caught in the middle of a deadly conflict related to a revolutionary advance in steam power.",2004-07-17,126.0
2335,David Anspaugh,Gerard Butler,Costas Mandylor,Jimmy Jean-Louis,Drama|History|Sport,the game of their lives,"Based on a true story, this film tells the tale of the 1950 US soccer team who, against all odds, beat England 1 - 0 in the city of Belo Horizonte, Brazil. Although no US team has yet won a World Cup title, this story is about the family traditions and passions which shaped the lives of the players who made up this team of underdogs.",2005-04-22,101.0
2336,Andrew Jarecki,Ryan Gosling,Kirsten Dunst,Frank Langella,Crime|Drama|Mystery|Romance|Thriller,all good things,"Newly-discovered facts, court records and speculation are used to elaborate the true love story and murder mystery of the most notorious unsolved murder case in New York history.",2010-12-03,101.0
2337,Kevin Reynolds,Esai Morales,Jason Scott Lee,Sandrine Holt,Action|Adventure|Drama|History|Romance,rapa nui,Inter-tribal rivalry leads to a competition to erect a huge statue (moai) in record time before Make can take part in the race to retrieve the egg of a Sooty Tern. The reward for winning this race is to rule the island for one year.,1994-09-09,107.0
2338,Stephen Chow,Jiao Xu,Yuqi Zhang,Chi Chung Lam,Comedy|Family|Sci-Fi,cj7,"Ti, a really poor construction worker that struggles to keep his son, Dicky, in private school, mistakes an orb he finds in a junkjard for a toy which proves to be much, much more once the young boy starts to play with it.",2008-01-30,86.0
2339,Jean-Marie Poiré,Christian Clavier,Philippe Nahon,Marie-Anne Chazel,Comedy|Family|Fantasy|Sci-Fi,les couloirs du temps: les visiteurs ii,"The sequel to The Visitors reunites us with those lovable ruffians from the French Medieval ages who - through magic - are transported into the present, with often drastic consequences. Godefroy de Montmirail travels to today to recover the missing family jewels and a sacred relic, guarantor of his wife-to-be's fertility. The confrontation between Godefroy's repellent servant Jack the Crack and his descendent, the effete Jacquart, present-day owner of the chateau, further complicates the matter.",1998-02-11,118.0
2340,Kevin Munroe,Marco St. John,Laura Spencer,Anita Briem,Action|Comedy|Crime|Fantasy|Horror|Mystery|Sci-Fi|Thriller,dylan dog: dead of night,"Supernatural private eye, Dylan Dog, seeks out the monsters of the Louisiana bayou in his signature red shirt, black jacket and blue jeans.",2011-03-16,107.0
2341,Daniel Algrant,Al Pacino,Richard Schiff,Mark Webber,Crime|Drama|Mystery,people i know,A New York press agent must scramble when his major client becomes embroiled in a huge scandal.,2002-11-21,100.0
2342,unknown,Peter Vaughan,George Coulouris,Ewen Solon,Drama|Family,the doombolt chase            ,,,
2343,Julie Taymor,Djimon Hounsou,Reeve Carney,Tom Conti,Comedy|Drama|Fantasy|Romance,the tempest,"An adaptation of the play by William Shakespeare. Prospera (a female version of Shakespeare's Prospero) is the usurped ruler of Milan who has been banished to a mysterious island with her daughter. Using her magical powers, she draws her enemies to the island to exact her revenge.",2010-12-10,110.0
2344,Alejandro Amenábar,Emma Watson,Aaron Ashmore,Julian Richings,Crime|Drama|Mystery|Thriller,regression,"Minnesota, 1990. Detective Bruce Kenner investigates the case of young Angela, who accuses her father, John Gray, of an unspeakable crime. When John unexpectedly and without recollection admits guilt, renowned psychologist Dr. Raines is brought in to help him relive his memories and what they discover unmasks a horrifying nationwide mystery.",2015-10-01,106.0
2345,Jane Clark,Necar Zadegan,Traci Dinwiddie,Elea Oberon,Romance|Short,the touch,"A sister and brother, the last heirs of a family of acrobats, are called upon by a Buddhist monk sect to retrieve an artifact that their ancestors have protected throughout the ages.",2002-08-01,103.0
2346,Daniel Lee,Andy Lau,Sammo Kam-Bo Hung,Andy On,Action|Drama|History|War,three kingdoms: resurrection of the dragon,"The aging Zhao embarks on his final and greatest campaign, a road to adventure that will crown his name in glory for all time.",2008-04-03,102.0
2347,Mike Barker,Gerard Butler,Nicholas Lea,Callum Rennie,Crime|Drama|Thriller,shattered,"Chris, a wealthy divorcee, lives in a high-tech house of his own design in Montana. His life changes when he meets Sky, a mysterious young woman who draws him out of his shell and moves in after Chris is injured.",2022-01-14,92.0
2348,Wayne Thornley,Leonard Nimoy,Phil LaMarr,Noureen DeWulf,Adventure|Animation|Comedy|Family,zambezia,"Set in a bustling bird city on the edge of the majestic Victoria Falls, ""Zambezia"" is the story of Kai - a naïve, but high-spirited young falcon who travels to the bird city of ""Zambezia"" where he discovers the truth about his origins and, in defending the city, learns how to be part of a community.",2012-06-05,83.0
2349,Gnana Rajasekaran,Mani Bharathi,Michael Lieber,Kevin McGowan,Biography|Drama|History,ramanujan,A documentary about the life and work of seminal mathematician Srinivasa Ramanujan.,2013-03-14,60.0
2350,Tom Walsh,Joey D. Vieira,Maggie Wheeler,Jacqueline Lovell,Animation,dwegons and leprechauns,"Family inherits an old house and to their surprise, finds the home filled with wonderful colorful creatures that brings the family together.",2014-01-24,98.0
2351,Jonathan Jakubowicz,Robert De Niro,Jurnee Smollett-Bell,Edgar Ramírez,Action|Biography|Drama|Sport,hands of stone,The legendary Roberto Duran and his equally legendary trainer Ray Arcel change each other's lives.,2016-08-26,105.0
2352,James McTeigue,Milla Jovovich,Roger Rees,Robert Forster,Action|Crime|Thriller,survivor,"Four Navy SEALs on a covert mission to neutralize a high-level Taliban operative must make an impossible moral decision in the mountains of Afghanistan that leads them into an enemy ambush. As they confront unthinkable odds, the SEALs must find reserves of strength and resilience to fight to the finish.",2013-12-24,121.0
2353,Scott Walker,Nicolas Cage,Radha Mitchell,Jodi Lyn O'Keefe,Crime|Drama|Mystery|Thriller,the frozen ground,An Alaska State Trooper partners with a young woman who escaped the clutches of serial killer Robert Hansen to bring the murderer to justice. Based on actual events.,2013-07-11,105.0
2354,John Curran,Toby Jones,Sally Hawkins,Alan David,Drama|Romance,the painted veil,"A British medical doctor fights a cholera outbreak in a small Chinese village, while also being trapped at home in a loveless marriage to an unfaithful wife.",2006-01-01,125.0
2355,Uli Edel,Moritz Bleibtreu,Alexandra Maria Lara,Martina Gedeck,Action|Biography|Crime|Drama,the baader meinhof complex,"'Der Baader Meinhof Komplex' depicts the political turmoil in the period from 1967 to the bloody ""Deutschen Herbst"" in 1977. The movie approaches the events based on Stefan Aust's standard work on the Rote Armee Fraktion (RAF). The story centers on the leadership of the self named anti-fascist resistance to state violence: Andreas Baader, Ulrike Meinhof and Gudrun Ensslin.",2008-09-25,150.0
2356,Kevin Costner,Mary McDonnell,Michael Spears,Maury Chaykin,Adventure|Drama|Western,dances with wolves,"Wounded Civil War soldier, John Dunbar tries to commit suicide—and becomes a hero instead. As a reward, he's assigned to his dream post, a remote junction on the Western frontier, and soon makes unlikely friends with the local Sioux tribe.",1990-03-30,181.0
2357,Jake Kasdan,Justin Timberlake,John Michael Higgins,Phyllis Smith,Comedy,bad teacher,"A lazy, incompetent middle school teacher who hates her job and her students is forced to return to her job to make enough money for a boob job after her rich fiancé dumps her.",2011-05-16,92.0
2358,Harold Becker,Al Pacino,Michael O'Neill,Ellen Barkin,Crime|Drama|Mystery|Thriller,sea of love,"Seen-it-all New York detective Frank Keller is unsettled - he has done twenty years on the force and could retire, and he hasn't come to terms with his wife leaving him for a colleague. Joining up with an officer from another part of town to investigate a series of murders linked by the lonely hearts columns he finds he is getting seriously and possibly dangerously involved with Helen, one of the main suspects.",1989-09-15,113.0
2359,Mark Rosman,Dan Byrd,Lin Shaye,Julie Gonzalo,Comedy|Family|Romance,a cinderella story,"Routinely exploited by her wicked stepmother, the downtrodden Samantha Montgomery is excited about the prospect of meeting her Internet beau at the school's Halloween dance.",2004-07-10,95.0
2360,Wes Craven,David Arquette,W. Earl Brown,Roger Jackson,Horror|Mystery,scream,"Twenty-five years after a streak of brutal murders shocked the quiet town of Woodsboro, a new killer has donned the Ghostface mask and begins targeting a group of teenagers to resurrect secrets from the town’s deadly past.",2022-01-12,114.0
2361,Steve Beck,Shannon Elizabeth,Embeth Davidtz,F. Murray Abraham,Horror,thir13en ghosts,"Arthur and his two children, Kathy and Bobby, inherit his Uncle Cyrus's estate: a glass house that serves as a prison to 12 ghosts. When the family, accompanied by Bobby's Nanny and an attorney, enter the house they find themselves trapped inside an evil machine ""designed by the devil and powered by the dead"" to open the Eye of Hell. Aided by Dennis, a ghost hunter, and his rival Kalina, a ghost rights activist out to set the ghosts free, the group must do what they can to get out of the house alive.",2001-10-26,91.0
2362,Stanley Kubrick,Scatman Crothers,Shelley Duvall,Joe Turkel,Drama|Horror,the shining,"Jack Torrance accepts a caretaker job at the Overlook Hotel, where he, along with his wife Wendy and their son Danny, must live isolated from the rest of the world for the winter. But they aren't prepared for the madness that lurks within.",1980-05-23,144.0
2363,Robert Zemeckis,Lea Thompson,Thomas F. Wilson,J.J. Cohen,Adventure|Comedy|Sci-Fi,back to the future,"Eighties teenager Marty McFly is accidentally sent back in time to 1955, inadvertently disrupting his parents' first meeting and attracting his mother's romantic interest. Marty must repair the damage to history by rekindling his parents' romance and - with the help of his eccentric inventor friend Doc Brown - return to 1985.",1985-07-03,116.0
2364,William Malone,Jeffrey Combs,Peter Gallagher,Bridgette Wilson-Sampras,Horror|Mystery|Thriller,house on haunted hill,"A remake of the 1959 film of the same name. A millionaire offers a group of diverse people $1,000,000 to spend the night in a haunted house with a horrifying past.",1999-10-29,93.0
2365,Tyler Perry,Eric Mendenhall,Mary J. Blige,Hope Olaide Wilson,Comedy|Drama,i can do bad all by myself,"When Madea catches sixteen-year-old Jennifer and her two younger brothers looting her home, she decides to take matters into her own hands and delivers the young delinquents to the only relative they have: their aunt April. A heavy-drinking nightclub singer who lives off of Raymond, her married boyfriend, April wants nothing to do with the kids.",2009-09-11,113.0
2366,Rob Hawk,Kari J. Kramer,Erin O'Brien,Cabrina Collesides,Action|Drama,fight valley,"Twenty-two year old Tori Coro gets involved in an underground fighting ring in a rough section of Camden, NJ. When her bruised and beaten body is found abandoned in the woods, rumors begin to swirl that Tori died in Fight Valley, an unofficial neighborhood where fighters go to make money. Tori's sister Windsor moves to town to start her own investigation. Jab's, a respected fighter turned gym owner, agrees to train Windsor as she prepares to come face to face with Tori's killer and fight for justice.",2016-07-22,90.0
2367,Josh Gordon,Caroline Dhavernas,Scott Elrod,Kelli Barrett,Comedy|Drama|Romance,the switch,"An unmarried 40-year-old woman turns to a turkey baster in order to become pregnant. Seven years later, she reunites with her best friend, who has been living with a secret: he replaced her preferred sperm sample with his own.",2010-05-11,101.0
2368,Shawn Levy,Taran Killam,David Agranov,David Moscow,Comedy|Romance,just married,"Tom Leezak and Sarah McNerney fall in love and plan to get married, despite opposition from Sarah's uptight, rich family. When they do get married, and get a chance to prove Sarah's family wrong, they go on a European honeymoon and run into disaster after disaster. They have to decide whether the honeymoon from hell and a few pre-marital mistakes are worth throwing away their love and marriage.",2003-01-09,95.0
2369,Lee Tamahori,Mem Ferda,Dominic Cooper,Ludivine Sagnier,Biography|Drama|Thriller,the devil's double,A chilling vision of the House of Saddam Hussein comes to life through the eyes of the man who was forced to become the double of Hussein's sadistic son.,2011-02-11,109.0
2370,unknown,Nicole 'Snooki' Polizzi,Jenni 'Jwoww' Farley,Paul 'Pauly D' DelVecchio,Comedy|Drama|Reality-TV|Romance,"gone, baby, gone            ","When 4 year old Amanda McCready disappears from her home and the police make little headway in solving the case, the girl's aunt, Beatrice McCready hires two private detectives, Patrick Kenzie and Angie Gennaro. The detectives freely admit that they have little experience with this type of case, but the family wants them for two reasons—they're not cops and they know the tough neighborhood in which they all live.",2007-06-06,113.0
2371,Britt Allcroft,Mara Wilson,Colm Feore,Peter Fonda,Adventure|Comedy|Drama|Family|Fantasy,thomas and the magic railroad,"Mr. Conductor's supply of magic gold dust, which allows him to travel between Shining Time and Thomas's island, is critically low. Unfortunately, he doesn't know how to get more. Meanwhile, Thomas is fending off attacks by the nasty diesel engines. Getting more gold dust will require help from Mr. C's slacker cousin, his new friend Lily and her morose grandfather, plus the secret engine.",2000-07-14,84.0
2372,Breck Eisner,Radha Mitchell,Glenn Morshower,John Aylward,Horror|Thriller,the crazies,Four friends find themselves trapped in their small hometown after they discover their friends and neighbors going quickly and horrifically insane.,2010-02-26,101.0
2373,Hayao Miyazaki,Bunta Sugawara,Ryûnosuke Kamiki,Miyu Irino,Adventure|Animation|Family|Fantasy,spirited away,"The people that brought the film Sen to Chihiro no kamikakushi (2001) (a.k.a. ""Spirited Away"") to the US explain how it was converted into English, with some minor confusion between languages, and how well it did in both Japan and America.",2003-04-15,15.0
2374,Alan Yuen,Andy Lau,Michael Wong,Terence Yin,Action|Crime|Thriller,firestorm,"Firefighter Jesse Graves has to save ornithologist Jennifer and other people caught in a forest fire, which was set up by the lawyer of convicted killer Earl Shaye, who escaped from the prison with several of his inmates posing as firefighters to recover $37,000,000 in stashed loot.",1998-01-08,89.0
2375,Roger Donaldson,Liam Neeson,Anthony Hopkins,Laurence Olivier,Action|Adventure|Drama|History|Romance,the bounty,"The familiar story of Lieutenant Bligh, whose cruelty leads to a mutiny on his ship. This version follows both the efforts of Fletcher Christian to get his men beyond the reach of British retribution, and the epic voyage of Lieutenant Bligh to get his loyalists safely to East Timor in a tiny lifeboat.",1984-05-04,132.0
2376,Brian Percival,Emily Watson,Sophie Nélisse,Roger Allam,Drama|War,the book thief,"While subjected to the horrors of WWII Germany, young Liesel finds solace by stealing books and sharing them with others. Under the stairs in her home, a Jewish refugee is being sheltered by her adoptive parents.",2013-11-08,131.0
2377,Sean Anders,Katrina Bowden,Michael Cudlitz,Alice Greczyn,Adventure|Comedy|Romance,sex drive,A high school senior drives cross-country with his best friends to hook up with a babe he met online.,2008-10-16,109.0
2378,Anand Tucker,Adam Scott,Kaitlin Olson,Dominique McElligott,Comedy|Romance,leap year,"When yet another anniversary passes without a marriage proposal from her boyfriend, Anna decides to take action. Aware of a Celtic tradition that allows women to pop the question on Feb. 29, she plans to follow her lover to Dublin and ask him to marry her. Fate has other plans, however, and Anna winds up on the other side of the Emerald Isle with handsome, but surly, Declan -- an Irishman who may just lead Anna down the road to true love.",2010-01-08,100.0
2379,Anthony Mann,James Mason,Mel Ferrer,Stephen Boyd,Drama|History|War,the fall of the roman empire,"Drawn from the same events that later inspired Gladiator, the film charts the power-hungry greed and father-son betrayal that led to Rome's collapse at the bloody hands of the Barbarians.",1964-03-24,188.0
2380,Michael Dowse,Topher Grace,Michael Biehn,Dan Fogler,Comedy|Drama|Romance,take me home tonight,"Recent MIT grad Matt Franklin should be well on his way to a successful career at a Fortune 500 company, but instead he rebels against maturity by taking a job at a video store. Matt rethinks his position when his unrequited high-school crush, Tori, walks in and invites him to an end-of-summer party. With the help of his twin sister and his best friend, Matt hatches a plan to change the course of his life.",2011-03-04,97.0
2381,Daniel Barnz,Holly Hunter,Rosie Perez,Dante Brown,Drama,won't back down,"Jamie Fitzpatrick and Nona Alberts are two women from opposites sides of the social and economic track, but they have one thing in common: a mission to fix their community's broken school and ensure a bright future for their children. The two women refuse to let any obstacles stand in their way as they battle a bureaucracy that's hopelessly mired in traditional thinking, and they seek to re-energize a faculty that has lost its passion for teaching.",2012-09-28,121.0
2382,Emile Ardolino,Darci Kistler,Kyra Nichols,Margaret Tracey,Family|Fantasy|Music,the nutcracker,"""Barbie"" stars as Clara in this animated retelling of the classic Christmas ballet, complete with Tchaikovsky soundtrack and ballet choreography.",2001-09-30,76.0
2383,Robert Altman,Steve Buscemi,Jennifer Jason Leigh,Miranda Richardson,Crime|Drama|Music|Thriller,kansas city,"Robert Altman's story – a riff on race, class, and power – cross-cuts between two kidnappings and a background of corrupt politics and virtuoso jazz music. It all takes place in Kansas City in 1934.",1996-08-16,116.0
2384,James Schamus,Logan Lerman,Sarah Gadon,Tracy Letts,Drama,indignation,"In 1951, Marcus Messner, a working-class Jewish student from New Jersey, attends a small Ohio college, where he struggles with anti-Semitism, sexual repression, and the ongoing Korean War.",2016-07-29,110.0
2385,Andrew Douglas,Jimmy Bennett,Chloë Grace Moretz,Ryan Reynolds,Drama|Horror|Mystery|Thriller,the amityville horror,"This hair-raising remake of the 1979 horror hit depicts the ordeal of the Lutz clan, whose new home has a gory past and a legacy of demons. Before long, the family patriarch is plagued by nightmares and his daughter is seeing phantoms.",2005-04-14,90.0
2386,Spike Jonze,Nicolas Cage,Meryl Streep,Roger Willie,Comedy|Drama,adaptation.,"Nicolas Cage is Charlie Kaufman, a confused L.A. screenwriter overwhelmed by feelings of inadequacy, sexual frustration, self-loathing, and by the screenwriting ambitions of his freeloading twin brother Donald. While struggling to adapt ""The Orchid Thief,"" by Susan Orlean, Kaufman's life spins from pathetic to bizarre. The lives of Kaufman, Orlean's book, become strangely intertwined as each one's search for passion collides with the others'.",2002-12-06,115.0
2387,George A. Romero,Tony Nappo,Shawn Roberts,Pedro Miguel Arce,Horror,land of the dead,"The world is full of zombies and the survivors have barricaded themselves inside a walled city to keep out the living dead. As the wealthy hide out in skyscrapers and chaos rules the streets, the rest of the survivors must find a way to stop the evolving zombies from breaking into the city.",2005-06-24,93.0
2388,Danny Pang,Louis Koo,Angelica Lee,Ching Wan Lau,Action,out of inferno,"On the hottest day in 50 years, a serious fire incident happened to a busy commercial tower, a gaggle of fire fighters with an indestructible enthusiasm are going to save lives.",2013-03-10,107.0
2389,Terry Gilliam,Johnny Depp,Michael Jeter,Ellen Barkin,Adventure|Comedy|Drama,fear and loathing in las vegas,"Raoul Duke and his attorney Dr. Gonzo drive a red convertible across the Mojave desert to Las Vegas with a suitcase full of drugs to cover a motorcycle race. As their consumption of drugs increases at an alarming rate, the stoned duo trash their hotel room and fear legal repercussions. Duke begins to drive back to L.A., but after an odd run-in with a cop, he returns to Sin City and continues his wild drug binge.",1998-05-22,118.0
2390,Ricky Gervais,Jennifer Garner,Tina Fey,Martin Starr,Comedy|Fantasy|Romance,the invention of lying,"Set in a world where the concept of lying doesn't exist, a loser changes his lot when he invents lying and uses it to get ahead.",2009-09-13,100.0
2391,Nicholas Stoller,Craig Roberts,Carla Gallo,Ike Barinholtz,Comedy,neighbors,A couple with a newborn baby face unexpected difficulties after they are forced to live next to a fraternity house.,2014-05-08,97.0
2392,Chuck Russell,Peter Greene,Amy Yasbeck,Reg E. Cathey,Action|Comedy|Crime|Fantasy,the mask,"When timid bank clerk Stanley Ipkiss discovers a magical mask containing the spirit of the Norse god Loki, his entire life changes. While wearing the mask, Ipkiss becomes a supernatural playboy exuding charm and confidence which allows him to catch the eye of local nightclub singer Tina Carlyle. Unfortunately, under the mask's influence, Ipkiss also robs a bank, which angers junior crime lord Dorian Tyrell, whose goons get blamed for the heist.",1994-07-29,101.0
2393,Penny Marshall,Tom Hanks,Jon Lovitz,John Heard,Comedy|Drama|Family|Fantasy|Romance,big,"Barbie swaps the sunny shores of Malibu for the bright lights of Broadway to attend an excusive summer performing arts program and meets…Barbie!  Fast friends, the two discover they share more than a name as they explore New York City and all the amazing things they have in common.  As they compete for the coveted once-in-a-lifetime Spotlight Solo from Times Square, the friends discover competition isn’t all about winning, it’s about striving to be your best, overcoming doubts, and sharing the spotlight.",2021-08-20,62.0
2394,Larry Charles,Luenell,Ken Davitian,Chester,Comedy,borat: cultural learnings of america for make benefit glorious nation of kazakhstan,"Kazakh journalist Borat Sagdiyev travels to America to make a documentary. As he zigzags across the nation, Borat meets real people in real situations with hysterical consequences. His backwards behavior generates strong reactions around him exposing prejudices and hypocrisies in American culture.",2006-11-01,84.0
2395,Robert Luketic,Linda Cardellini,Raquel Welch,Alanna Ubach,Comedy|Romance,legally blonde,"Elle Woods, a fashionable sorority queen, is dumped by her boyfriend. She decides to follow him to law school, but while there, she figures out that there is more to herself than just looks.",2001-07-13,96.0
2396,Leonard Nimoy,Leonard Nimoy,Nichelle Nichols,Walter Koenig,Action|Adventure|Sci-Fi,star trek iii: the search for spock,Admiral Kirk and his bridge crew risk their careers stealing the decommissioned Enterprise to return to the restricted Genesis planet to recover Spock's body.,1984-06-01,105.0
2397,Scott Derrickson,Tom Wilkinson,Colm Feore,JR Bourne,Drama|Horror|Thriller,the exorcism of emily rose,"When a younger girl called Emily Rose dies, everyone puts blame on the exorcism which was performed on her by Father Moore prior to her death. The priest is arrested on suspicion of murder. The trial begins with lawyer Erin Bruner representing Moore, but it is not going to be easy, as no one wants to believe what Father Moore says is true.",2005-09-09,122.0
2398,Mike Mitchell,Amy Poehler,Eddie Griffin,Bree Turner,Comedy|Romance,deuce bigalow: male gigolo,"Deuce Bigalow is a less than attractive, down on his luck aquarium cleaner. One day he wrecks the house of a gigolo and needs quick money to repair it. The only way he can make it is to become a gigolo himself, taking on an unusual mix of female clients. He encounters a couple of problems, though. He falls in love with one of his unusual clients, and a sleazy police officer is hot on his trail.",1999-12-10,88.0
2399,Vic Armstrong,Nicolas Cage,Lea Thompson,Quinton Aaron,Action|Drama|Fantasy|Mystery|Thriller,left behind,A small group of survivors are left behind after millions of people suddenly vanish during the rapture and the world is plunged into chaos and destruction.,2014-10-03,110.0
2400,Thomas Bezucha,Craig T. Nelson,Paul Schneider,Tyrone Giordano,Comedy|Drama|Romance,the family stone,"An uptight, conservative businesswoman accompanies her boyfriend to his eccentric and outgoing family's annual Christmas celebration and finds that she's a fish out of water in their free-spirited way of life.",2005-12-15,103.0
2401,Kevin Rodney Sullivan,Harry Lennix,Sean Patrick Thomas,Kenan Thompson,Comedy|Drama,barbershop 2: back in business,"The continuing adventures of the barbers at Calvin's Barbershop. Gina, a stylist at the beauty shop next door, is now trying to cut in on his business. Calvin is again struggling to keep his father's shop and traditions alive--this time against urban developers looking to replace mom & pop establishments with name-brand chains. The world changes, but some things never go out of style--from current events and politics to relationships and love, you can still say anything you want at the barbershop.",2004-01-20,106.0
